Year,Seaport,Country,Region,"Reclaimed area (km^2, raw)","Reclaimed area (km^2, smoothed)"
2006,Jinzhou,China,Asia,0.44,0.46
2006,Kaohsiung,Taiwan,Asia,12.41,12.3
2006,Karachi,Pakistan,Asia,4.59,4.62
2006,Port Klang,Malaysia,Asia,0.5,0.51
2006,Dammam,Saudi Arabia,Middle East,1.2,1.22
2006,King Abdullah,Saudi Arabia,Middle East,1.98,2.04
2006,Kobe,Japan,Asia,6.53,6.69
2006,Laem Chabang,Thailand,Asia,8.51,8.51
2006,Le Havre,France,Northern Europe,2.75,2.52
2006,Lianyungang,China,Asia,11.9,11.9
2006,Lome,Togo,Africa,0.48,0.47
2006,Los Angeles,USA,North America,2.48,2.56
2006,Manila,Philippines,Asia,1.87,1.93
2006,Manzanillo,Mexico,North America,1.64,1.64
2006,Jawaharlal Nehru,India,Asia,2.21,2.21
2006,Mundra,India,Asia,4.91,4.91
2006,Nagoya,Japan,Asia,6.34,6.17
2006,Ningbo-Zhoushan,China,Asia,16.52,16.59
2006,Osaka,Japan,Asia,3.06,3.22
2006,Piraeus,Greece,Mediterranean,0.95,0.95
2006,Qingdao,China,Asia,16.83,16.83
2006,Qinzhou,China,Asia,4.04,4.04
2006,Quanzhou,China,Asia,0.84,0.81
2006,Rizhao,China,Asia,6.28,5.65
2006,Rotterdam,Netherlands,Northern Europe,14.04,14.04
2006,Said,Egypt,Middle East,1.66,1.69
2006,Salalah,Oman,Middle East,1.47,1.63
2006,Shanghai,China,Asia,43.73,43.73
2006,Shenzhen,China,Asia,22.94,22.94
2006,Singapore,Singapore,Asia,39.88,39.42
2006,Sydney,Australia,Oceania,1.07,1.04
2006,Taichung,Taiwan,Asia,19.27,19.27
2006,Taicang,China,Asia,17.58,17.58
2006,Tianjin,China,Asia,48.49,48.49
2006,Tangshan,China,Asia,37.1,37.43
2006,Tanger Med,Morocco,Mediterranean,0.16,0.33
2006,Tokyo,Japan,Asia,8.89,8.89
2006,Tanjung Priok,Indonesia,Asia,0.56,0.55
2006,Tanjung Pelepas,Malaysia,Asia,3.96,3.52
2006,Tanjung Perak,Indonesia,Asia,2.87,2.83
2006,Valencia,Spain,Mediterranean,2.75,2.75
2006,Xiamen,China,Asia,3.09,2.76
2006,Yingkou,China,Asia,16.64,16.64
2006,Yantai,China,Asia,1.89,1.91
2006,Yokohama,Japan,Asia,1.74,1.89
2006,Zhuhai,China,Asia,2.12,2.12
2007,Abu Dhabi,UAE,Middle East,19.98,19.98
2007,Alexandria,Egypt,Middle East,0.84,0.79
2007,Algeciras,Spain,Mediterranean,2.12,1.76
2007,Barcelona,Spain,Mediterranean,2.87,2.87
2007,Busan,South Korea,Asia,14.98,14.98
2007,Cartagena,Colombia,Central & South America,1.24,1.27
2007,Colombo,Sri Lanka,Asia,0.54,0.54
2007,Dalian,China,Asia,12.87,12.87
2007,Dubai,UAE,Middle East,2.91,2.91
2007,Durban,South Africa,Africa,0.86,0.86
2007,Felixstowe,UK,Northern Europe,3.76,3.53
2007,Genoa,Italy,Mediterranean,1.28,1.16
2007,Guangzhou,China,Asia,25.39,25.1
2007,Yeosu Gwangyang,South Korea,Asia,1.91,1.83
2007,Hai Phong,Vietnam,Asia,4.03,4.23
2007,Haikou,China,Asia,2.71,2.71
2007,Hong Kong,China,Asia,3.41,3.39
2007,Incheon,South Korea,Asia,6.97,6.97
2007,Jeddah,Saudi Arabia,Middle East,4.12,4.13
2007,Jiaxing,China,Asia,5.66,6.02
2007,Jinzhou,China,Asia,0.58,0.58
2007,Kaohsiung,Taiwan,Asia,12.3,12.3
2007,Karachi,Pakistan,Asia,4.62,4.62
2007,Port Klang,Malaysia,Asia,0.54,0.53
2007,Dammam,Saudi Arabia,Middle East,1.22,1.25
2007,King Abdullah,Saudi Arabia,Middle East,2.07,2.04
2007,Kobe,Japan,Asia,6.74,6.73
2007,Laem Chabang,Thailand,Asia,8.55,8.55
2007,Le Havre,France,Northern Europe,2.17,2.75
2007,Lianyungang,China,Asia,11.95,11.95
2007,Lome,Togo,Africa,0.49,0.47
2007,Los Angeles,USA,North America,2.56,2.67
2007,Manila,Philippines,Asia,1.98,1.97
2007,Manzanillo,Mexico,North America,1.86,1.7
2007,Jawaharlal Nehru,India,Asia,2.85,2.25
2007,Mundra,India,Asia,4.94,4.94
2007,Nagoya,Japan,Asia,6.84,6.26
2007,Ningbo-Zhoushan,China,Asia,18.26,18.26
2007,Osaka,Japan,Asia,3.25,3.25
2007,Piraeus,Greece,Mediterranean,0.95,0.95
2007,Qingdao,China,Asia,19.84,19.84
2007,Qinzhou,China,Asia,4.21,4.08
2007,Quanzhou,China,Asia,0.81,0.83
2007,Rizhao,China,Asia,5.65,6.28
2007,Rotterdam,Netherlands,Northern Europe,14.21,14.21
2007,Said,Egypt,Middle East,1.69,1.69
2007,Salalah,Oman,Middle East,1.53,1.68
2007,Shanghai,China,Asia,43.81,43.81
2007,Shenzhen,China,Asia,27.34,27.34
2007,Singapore,Singapore,Asia,39.91,39.46
2007,Sydney,Australia,Oceania,1.02,1.05
2007,Taichung,Taiwan,Asia,20.78,20.1
2007,Taicang,China,Asia,18.82,18.82
2007,Tianjin,China,Asia,49.94,49.94
2007,Tangshan,China,Asia,37.43,37.54
2007,Tanger Med,Morocco,Mediterranean,0.86,0.75
2007,Tokyo,Japan,Asia,9.07,9.07
2007,Tanjung Priok,Indonesia,Asia,0.57,0.56
2007,Tanjung Pelepas,Malaysia,Asia,3.4,3.55
2007,Tanjung Perak,Indonesia,Asia,2.71,2.84
2007,Valencia,Spain,Mediterranean,3.14,3.09
2007,Xiamen,China,Asia,3.12,3.09
2007,Yingkou,China,Asia,19.07,19.07
2007,Yantai,China,Asia,1.91,2.01
2007,Yokohama,Japan,Asia,1.87,1.89
2007,Zhuhai,China,Asia,2.3,2.3
2008,Abu Dhabi,UAE,Middle East,21.3,21.3
2008,Alexandria,Egypt,Middle East,0.78,0.78
2008,Algeciras,Spain,Mediterranean,1.76,2.12
2008,Barcelona,Spain,Mediterranean,2.92,2.92
2008,Busan,South Korea,Asia,16.04,16.04
2008,Cartagena,Colombia,Central & South America,1.26,1.28
2008,Colombo,Sri Lanka,Asia,0.54,0.54
2008,Dalian,China,Asia,13.88,13.88
2008,Dubai,UAE,Middle East,3.52,3.25
2008,Durban,South Africa,Africa,0.91,0.91
2008,Felixstowe,UK,Northern Europe,3.76,3.53
2008,Genoa,Italy,Mediterranean,0.98,1.2
2008,Guangzhou,China,Asia,25.1,25.11
2008,Yeosu Gwangyang,South Korea,Asia,1.83,1.87
2008,Hai Phong,Vietnam,Asia,5.04,4.73
2008,Haikou,China,Asia,3.24,2.97
2008,Hong Kong,China,Asia,3.41,3.41
2008,Incheon,South Korea,Asia,8.05,7.78
2008,Jeddah,Saudi Arabia,Middle East,4.91,4.22
2008,Jiaxing,China,Asia,6.58,5.85
2008,Jinzhou,China,Asia,1.15,0.99
2008,Kaohsiung,Taiwan,Asia,12.3,12.41
2008,Karachi,Pakistan,Asia,4.85,4.73
2008,Port Klang,Malaysia,Asia,0.44,0.54
2008,Dammam,Saudi Arabia,Middle East,1.45,1.44
2008,King Abdullah,Saudi Arabia,Middle East,1.98,2.04
2008,Kobe,Japan,Asia,6.8,6.74
2008,Laem Chabang,Thailand,Asia,8.66,8.66
2008,Le Havre,France,Northern Europe,2.79,2.79
2008,Lianyungang,China,Asia,12.46,12.46
2008,Lome,Togo,Africa,0.46,0.48
2008,Los Angeles,USA,North America,2.83,2.73
2008,Manila,Philippines,Asia,1.9,1.98
2008,Manzanillo,Mexico,North America,1.7,1.71
2008,Jawaharlal Nehru,India,Asia,2.36,2.36
2008,Mundra,India,Asia,4.95,4.95
2008,Nagoya,Japan,Asia,6.01,6.34
2008,Ningbo-Zhoushan,China,Asia,18.95,18.95
2008,Osaka,Japan,Asia,3.31,3.25
2008,Piraeus,Greece,Mediterranean,0.95,0.95
2008,Qingdao,China,Asia,21.51,21.51
2008,Qinzhou,China,Asia,4.08,4.21
2008,Quanzhou,China,Asia,0.83,0.84
2008,Rizhao,China,Asia,7.15,7.12
2008,Rotterdam,Netherlands,Northern Europe,14.21,14.21
2008,Said,Egypt,Middle East,1.88,1.69
2008,Salalah,Oman,Middle East,2.07,2.03
2008,Shanghai,China,Asia,43.91,43.91
2008,Shenzhen,China,Asia,29.97,29.97
2008,Singapore,Singapore,Asia,39.42,39.83
2008,Sydney,Australia,Oceania,1.05,1.07
2008,Taichung,Taiwan,Asia,20.46,20.46
2008,Taicang,China,Asia,19.64,19.64
2008,Tianjin,China,Asia,63.96,63.96
2008,Tangshan,China,Asia,37.91,37.65
2008,Tanger Med,Morocco,Mediterranean,0.75,0.86
2008,Tokyo,Japan,Asia,9.76,9.59
2008,Tanjung Priok,Indonesia,Asia,0.55,0.56
2008,Tanjung Pelepas,Malaysia,Asia,3.78,3.68
2008,Tanjung Perak,Indonesia,Asia,2.83,2.87
2008,Valencia,Spain,Mediterranean,3.09,3.14
2008,Xiamen,China,Asia,3.7,3.12
2008,Yingkou,China,Asia,21,21
2008,Yantai,China,Asia,2.31,2.31
2008,Yokohama,Japan,Asia,2.36,2.13
2008,Zhuhai,China,Asia,2.68,2.68
2009,Abu Dhabi,UAE,Middle East,22.71,22.41
2009,Alexandria,Egypt,Middle East,0.69,0.69
2009,Algeciras,Spain,Mediterranean,2.42,2.42
2009,Barcelona,Spain,Mediterranean,3.48,3.48
2009,Busan,South Korea,Asia,16.08,16.08
2009,Cartagena,Colombia,Central & South America,1.3,1.3
2009,Colombo,Sri Lanka,Asia,0.59,0.59
2009,Dalian,China,Asia,14.88,14.88
2009,Dubai,UAE,Middle East,3.25,3.45
2009,Durban,South Africa,Africa,0.91,0.91
2009,Felixstowe,UK,Northern Europe,3.81,3.53
2009,Genoa,Italy,Mediterranean,1.25,1.24
2009,Guangzhou,China,Asia,25.42,25.39
2009,Yeosu Gwangyang,South Korea,Asia,1.87,1.91
2009,Hai Phong,Vietnam,Asia,5.96,5.04
2009,Haikou,China,Asia,2.97,3.21
2009,Hong Kong,China,Asia,3.38,3.41
2009,Incheon,South Korea,Asia,7.78,8.05
2009,Jeddah,Saudi Arabia,Middle East,4.13,4.33
2009,Jiaxing,China,Asia,7.89,6.58
2009,Jinzhou,China,Asia,0.99,1.15
2009,Kaohsiung,Taiwan,Asia,12.6,12.6
2009,Karachi,Pakistan,Asia,4.73,4.73
2009,Port Klang,Malaysia,Asia,0.42,0.54
2009,Dammam,Saudi Arabia,Middle East,1.52,1.45
2009,King Abdullah,Saudi Arabia,Middle East,1.97,2.04
2009,Kobe,Japan,Asia,6.78,6.78
2009,Laem Chabang,Thailand,Asia,8.69,8.69
2009,Le Havre,France,Northern Europe,2.48,2.81
2009,Lianyungang,China,Asia,24.92,24.92
2009,Lome,Togo,Africa,0.47,0.49
2009,Los Angeles,USA,North America,2.77,2.75
2009,Manila,Philippines,Asia,2.01,2.01
2009,Manzanillo,Mexico,North America,1.52,1.71
2009,Jawaharlal Nehru,India,Asia,2.89,2.36
2009,Mundra,India,Asia,6.28,6.28
2009,Nagoya,Japan,Asia,6.82,6.52
2009,Ningbo-Zhoushan,China,Asia,19.4,19.27
2009,Osaka,Japan,Asia,3.24,3.31
2009,Piraeus,Greece,Mediterranean,1.02,1.01
2009,Qingdao,China,Asia,23.76,22.03
2009,Qinzhou,China,Asia,8.09,8.09
2009,Quanzhou,China,Asia,1.14,1.07
2009,Rizhao,China,Asia,7.12,7.15
2009,Rotterdam,Netherlands,Northern Europe,15.06,15.06
2009,Said,Egypt,Middle East,1.54,1.69
2009,Salalah,Oman,Middle East,2.87,2.07
2009,Shanghai,China,Asia,43.95,43.95
2009,Shenzhen,China,Asia,30.61,30.37
2009,Singapore,Singapore,Asia,39.46,39.88
2009,Sydney,Australia,Oceania,1.29,1.29
2009,Taichung,Taiwan,Asia,20.48,20.48
2009,Taicang,China,Asia,20.55,19.64
2009,Tianjin,China,Asia,70.06,70.06
2009,Tangshan,China,Asia,37.54,37.78
2009,Tanger Med,Morocco,Mediterranean,1.13,1.13
2009,Tokyo,Japan,Asia,9.95,9.63
2009,Tanjung Priok,Indonesia,Asia,0.56,0.57
2009,Tanjung Pelepas,Malaysia,Asia,3.46,3.69
2009,Tanjung Perak,Indonesia,Asia,2.87,2.87
2009,Valencia,Spain,Mediterranean,3.62,3.62
2009,Xiamen,China,Asia,2.76,3.17
2009,Yingkou,China,Asia,22.93,22.93
2009,Yantai,China,Asia,2.97,2.86
2009,Yokohama,Japan,Asia,2.7,2.36
2009,Zhuhai,China,Asia,2.84,2.84
2010,Abu Dhabi,UAE,Middle East,22.41,22.71
2010,Alexandria,Egypt,Middle East,0.59,0.69
2010,Algeciras,Spain,Mediterranean,2.43,2.43
2010,Barcelona,Spain,Mediterranean,3.71,3.71
2010,Busan,South Korea,Asia,16.33,16.33
2010,Cartagena,Colombia,Central & South America,1.16,1.31
2010,Colombo,Sri Lanka,Asia,0.74,0.74
2010,Dalian,China,Asia,15.5,15.5
2010,Dubai,UAE,Middle East,3.45,3.48
2010,Durban,South Africa,Africa,0.91,0.91
2010,Felixstowe,UK,Northern Europe,3.81,3.53
2010,Genoa,Italy,Mediterranean,1.24,1.25
2010,Guangzhou,China,Asia,25.11,25.42
2010,Yeosu Gwangyang,South Korea,Asia,2.13,2.13
2010,Hai Phong,Vietnam,Asia,4.73,5.96
2010,Haikou,China,Asia,3.24,3.24
2010,Hong Kong,China,Asia,3.41,3.41
2010,Incheon,South Korea,Asia,8.07,8.07
2010,Jeddah,Saudi Arabia,Middle East,4.11,4.63
2010,Jiaxing,China,Asia,5.16,7.26
2010,Jinzhou,China,Asia,1.24,1.24
2010,Kaohsiung,Taiwan,Asia,12.81,12.81
2010,Karachi,Pakistan,Asia,4.39,4.62
2010,Port Klang,Malaysia,Asia,0.56,0.56
2010,Dammam,Saudi Arabia,Middle East,1.64,1.48
2010,King Abdullah,Saudi Arabia,Middle East,1.92,2.05
2010,Kobe,Japan,Asia,7.01,6.8
2010,Laem Chabang,Thailand,Asia,8.71,8.71
2010,Le Havre,France,Northern Europe,3.1,2.96
2010,Lianyungang,China,Asia,25.39,25.39
2010,Lome,Togo,Africa,0.49,0.49
2010,Los Angeles,USA,North America,2.75,2.76
2010,Manila,Philippines,Asia,2.23,2.15
2010,Manzanillo,Mexico,North America,1.73,1.71
2010,Jawaharlal Nehru,India,Asia,2.25,2.36
2010,Mundra,India,Asia,8.55,8.55
2010,Nagoya,Japan,Asia,6.52,6.52
2010,Ningbo-Zhoushan,China,Asia,19.27,19.32
2010,Osaka,Japan,Asia,3.63,3.29
2010,Piraeus,Greece,Mediterranean,1.1,1.02
2010,Qingdao,China,Asia,22.59,22.59
2010,Qinzhou,China,Asia,10.63,8.09
2010,Quanzhou,China,Asia,1.49,1.14
2010,Rizhao,China,Asia,7.78,7.78
2010,Rotterdam,Netherlands,Northern Europe,16.63,16.63
2010,Said,Egypt,Middle East,1.63,1.69
2010,Salalah,Oman,Middle East,2.98,2.38
2010,Shanghai,China,Asia,43.98,43.98
2010,Shenzhen,China,Asia,30.37,30.61
2010,Singapore,Singapore,Asia,39.93,39.91
2010,Sydney,Australia,Oceania,1.7,1.56
2010,Taichung,Taiwan,Asia,20.1,20.54
2010,Taicang,China,Asia,19.76,19.76
2010,Tianjin,China,Asia,81.69,81.69
2010,Tangshan,China,Asia,37.07,37.91
2010,Tanger Med,Morocco,Mediterranean,1.18,1.18
2010,Tokyo,Japan,Asia,9.59,9.76
2010,Tanjung Priok,Indonesia,Asia,0.57,0.57
2010,Tanjung Pelepas,Malaysia,Asia,3.55,3.69
2010,Tanjung Perak,Indonesia,Asia,2.26,2.87
2010,Valencia,Spain,Mediterranean,3.63,3.63
2010,Xiamen,China,Asia,3.17,3.7
2010,Yingkou,China,Asia,26,26
2010,Yantai,China,Asia,2.86,2.95
2010,Yokohama,Japan,Asia,2.13,2.6
2010,Zhuhai,China,Asia,2.86,2.86
2011,Abu Dhabi,UAE,Middle East,23.12,23
2011,Alexandria,Egypt,Middle East,0.68,0.69
2011,Algeciras,Spain,Mediterranean,2.48,2.48
2011,Barcelona,Spain,Mediterranean,3.82,3.82
2011,Busan,South Korea,Asia,16.98,16.98
2011,Cartagena,Colombia,Central & South America,1.36,1.33
2011,Colombo,Sri Lanka,Asia,1.2,1.04
2011,Dalian,China,Asia,16.23,16.23
2011,Dubai,UAE,Middle East,3.48,3.51
2011,Durban,South Africa,Africa,0.91,0.91
2011,Felixstowe,UK,Northern Europe,3.81,3.59
2011,Genoa,Italy,Mediterranean,1.15,1.28
2011,Guangzhou,China,Asia,25.73,25.73
2011,Yeosu Gwangyang,South Korea,Asia,2.59,2.59
2011,Hai Phong,Vietnam,Asia,7.31,6.9
2011,Haikou,China,Asia,3.21,3.24
2011,Hong Kong,China,Asia,3.47,3.47
2011,Incheon,South Korea,Asia,9.1,9.1
2011,Jeddah,Saudi Arabia,Middle East,4.81,4.81
2011,Jiaxing,China,Asia,8.67,7.89
2011,Jinzhou,China,Asia,1.24,1.24
2011,Kaohsiung,Taiwan,Asia,13.29,13.29
2011,Karachi,Pakistan,Asia,4.83,4.73
2011,Port Klang,Malaysia,Asia,0.67,0.67
2011,Dammam,Saudi Arabia,Middle East,1.48,1.52
2011,King Abdullah,Saudi Arabia,Middle East,2.47,2.07
2011,Kobe,Japan,Asia,6.32,7.01
2011,Laem Chabang,Thailand,Asia,8.74,8.74
2011,Le Havre,France,Northern Europe,3.05,3.05
2011,Lianyungang,China,Asia,27,27
2011,Lome,Togo,Africa,0.57,0.57
2011,Los Angeles,USA,North America,2.67,2.77
2011,Manila,Philippines,Asia,2.3,2.19
2011,Manzanillo,Mexico,North America,1.52,1.71
2011,Jawaharlal Nehru,India,Asia,2.81,2.42
2011,Mundra,India,Asia,11.25,11.25
2011,Nagoya,Japan,Asia,5.5,6.52
2011,Ningbo-Zhoushan,China,Asia,19.32,19.4
2011,Osaka,Japan,Asia,3.29,3.63
2011,Piraeus,Greece,Mediterranean,1.1,1.1
2011,Qingdao,China,Asia,22.03,23.76
2011,Qinzhou,China,Asia,14.21,10.63
2011,Quanzhou,China,Asia,1.36,1.26
2011,Rizhao,China,Asia,8.04,8.04
2011,Rotterdam,Netherlands,Northern Europe,18.37,18.37
2011,Said,Egypt,Middle East,1.69,1.69
2011,Salalah,Oman,Middle East,2.44,2.4
2011,Shanghai,China,Asia,45.5,45.5
2011,Shenzhen,China,Asia,30.72,30.72
2011,Singapore,Singapore,Asia,39.09,39.93
2011,Sydney,Australia,Oceania,1.62,1.6
2011,Taichung,Taiwan,Asia,20.54,20.67
2011,Taicang,China,Asia,19.64,20.55
2011,Tianjin,China,Asia,96.39,96.39
2011,Tangshan,China,Asia,38.89,38.88
2011,Tanger Med,Morocco,Mediterranean,1.34,1.32
2011,Tokyo,Japan,Asia,9.63,9.88
2011,Tanjung Priok,Indonesia,Asia,0.61,0.61
2011,Tanjung Pelepas,Malaysia,Asia,3.52,3.78
2011,Tanjung Perak,Indonesia,Asia,2.63,2.87
2011,Valencia,Spain,Mediterranean,3.71,3.7
2011,Xiamen,China,Asia,3.78,3.78
2011,Yingkou,China,Asia,32.85,32.85
2011,Yantai,China,Asia,3,2.97
2011,Yokohama,Japan,Asia,2.72,2.66
2011,Zhuhai,China,Asia,3.68,3.68
2012,Abu Dhabi,UAE,Middle East,23.14,23.03
2012,Alexandria,Egypt,Middle East,0.95,0.86
2012,Algeciras,Spain,Mediterranean,2.66,2.63
2012,Barcelona,Spain,Mediterranean,3.88,3.88
2012,Busan,South Korea,Asia,19.14,19.14
2012,Cartagena,Colombia,Central & South America,1.33,1.36
2012,Colombo,Sri Lanka,Asia,1.04,1.2
2012,Dalian,China,Asia,17.74,17.74
2012,Dubai,UAE,Middle East,3.51,3.52
2012,Durban,South Africa,Africa,0.91,0.91
2012,Felixstowe,UK,Northern Europe,3.84,3.85
2012,Genoa,Italy,Mediterranean,1.41,1.41
2012,Guangzhou,China,Asia,26.43,26.43
2012,Yeosu Gwangyang,South Korea,Asia,2.9,2.9
2012,Hai Phong,Vietnam,Asia,6.9,7.31
2012,Haikou,China,Asia,3.69,3.69
2012,Hong Kong,China,Asia,3.53,3.53
2012,Incheon,South Korea,Asia,10.21,10.21
2012,Jeddah,Saudi Arabia,Middle East,4.63,4.91
2012,Jiaxing,China,Asia,7.26,8.07
2012,Jinzhou,China,Asia,1.33,1.33
2012,Kaohsiung,Taiwan,Asia,13.5,13.5
2012,Karachi,Pakistan,Asia,4.38,4.73
2012,Port Klang,Malaysia,Asia,0.99,0.99
2012,Dammam,Saudi Arabia,Middle East,1.44,1.6
2012,King Abdullah,Saudi Arabia,Middle East,2.51,2.47
2012,Kobe,Japan,Asia,7.27,7.27
2012,Laem Chabang,Thailand,Asia,8.77,8.77
2012,Le Havre,France,Northern Europe,2.81,3.09
2012,Lianyungang,China,Asia,32.93,32.93
2012,Lome,Togo,Africa,0.64,0.64
2012,Los Angeles,USA,North America,2.76,2.83
2012,Manila,Philippines,Asia,2.19,2.23
2012,Manzanillo,Mexico,North America,1.8,1.72
2012,Jawaharlal Nehru,India,Asia,2.42,2.81
2012,Mundra,India,Asia,13.02,13.02
2012,Nagoya,Japan,Asia,6.26,6.82
2012,Ningbo-Zhoushan,China,Asia,21.59,21.59
2012,Osaka,Japan,Asia,3.8,3.8
2012,Piraeus,Greece,Mediterranean,1.01,1.1
2012,Qingdao,China,Asia,25.73,25.73
2012,Qinzhou,China,Asia,5.6,14.21
2012,Quanzhou,China,Asia,1.51,1.36
2012,Rizhao,China,Asia,9.31,9.31
2012,Rotterdam,Netherlands,Northern Europe,20.5,20.5
2012,Said,Egypt,Middle East,1.85,1.83
2012,Salalah,Oman,Middle East,2.03,2.44
2012,Shanghai,China,Asia,46.01,46.01
2012,Shenzhen,China,Asia,33.13,33.13
2012,Singapore,Singapore,Asia,42.82,42.82
2012,Sydney,Australia,Oceania,1.6,1.62
2012,Taichung,Taiwan,Asia,20.67,20.78
2012,Taicang,China,Asia,21.84,21.84
2012,Tianjin,China,Asia,131.06,131.06
2012,Tangshan,China,Asia,38.88,38.89
2012,Tanger Med,Morocco,Mediterranean,1.38,1.34
2012,Tokyo,Japan,Asia,9.88,9.95
2012,Tanjung Priok,Indonesia,Asia,0.66,0.66
2012,Tanjung Pelepas,Malaysia,Asia,3.69,3.78
2012,Tanjung Perak,Indonesia,Asia,3,3
2012,Valencia,Spain,Mediterranean,3.78,3.71
2012,Xiamen,China,Asia,3.87,3.8
2012,Yingkou,China,Asia,41.47,41.47
2012,Yantai,China,Asia,2.95,3
2012,Yokohama,Japan,Asia,2.66,2.7
2012,Zhuhai,China,Asia,4.04,4.04
2013,Abu Dhabi,UAE,Middle East,23.03,23.12
2013,Alexandria,Egypt,Middle East,0.86,0.86
2013,Algeciras,Spain,Mediterranean,2.91,2.66
2013,Barcelona,Spain,Mediterranean,3.93,3.88
2013,Busan,South Korea,Asia,20.05,20.05
2013,Cartagena,Colombia,Central & South America,1.5,1.42
2013,Colombo,Sri Lanka,Asia,1.67,1.67
2013,Dalian,China,Asia,18.65,18.4
2013,Dubai,UAE,Middle East,3.94,3.71
2013,Durban,South Africa,Africa,0.91,0.91
2013,Felixstowe,UK,Northern Europe,4.03,3.88
2013,Genoa,Italy,Mediterranean,1.46,1.41
2013,Guangzhou,China,Asia,31.09,31.09
2013,Yeosu Gwangyang,South Korea,Asia,3.37,3.04
2013,Hai Phong,Vietnam,Asia,8.19,7.31
2013,Haikou,China,Asia,4.19,4.19
2013,Hong Kong,China,Asia,3.65,3.65
2013,Incheon,South Korea,Asia,11.31,11.31
2013,Jeddah,Saudi Arabia,Middle East,5.96,5.06
2013,Jiaxing,China,Asia,9.11,8.67
2013,Jinzhou,China,Asia,1.54,1.48
2013,Kaohsiung,Taiwan,Asia,14.67,14.67
2013,Karachi,Pakistan,Asia,4.86,4.73
2013,Port Klang,Malaysia,Asia,1.39,1.22
2013,Dammam,Saudi Arabia,Middle East,1.68,1.6
2013,King Abdullah,Saudi Arabia,Middle East,2.05,2.51
2013,Kobe,Japan,Asia,7.69,7.41
2013,Laem Chabang,Thailand,Asia,8.81,8.81
2013,Le Havre,France,Northern Europe,3.13,3.1
2013,Lianyungang,China,Asia,34.44,34.39
2013,Lome,Togo,Africa,0.87,0.64
2013,Los Angeles,USA,North America,3.28,3.28
2013,Manila,Philippines,Asia,2.33,2.28
2013,Manzanillo,Mexico,North America,1.71,1.72
2013,Jawaharlal Nehru,India,Asia,2.88,2.81
2013,Mundra,India,Asia,13.81,13.81
2013,Nagoya,Japan,Asia,6.52,6.82
2013,Ningbo-Zhoushan,China,Asia,22.78,22.78
2013,Osaka,Japan,Asia,3.96,3.8
2013,Piraeus,Greece,Mediterranean,1.1,1.1
2013,Qingdao,China,Asia,26.4,26.4
2013,Qinzhou,China,Asia,16.09,15.44
2013,Quanzhou,China,Asia,1.83,1.49
2013,Rizhao,China,Asia,10.15,10.15
2013,Rotterdam,Netherlands,Northern Europe,21.49,21.27
2013,Said,Egypt,Middle East,1.84,1.83
2013,Salalah,Oman,Middle East,2.4,2.51
2013,Shanghai,China,Asia,46.81,46.81
2013,Shenzhen,China,Asia,33.14,33.14
2013,Singapore,Singapore,Asia,48.82,48.82
2013,Sydney,Australia,Oceania,1.69,1.69
2013,Taichung,Taiwan,Asia,21.69,21.69
2013,Taicang,China,Asia,23.69,23.69
2013,Tianjin,China,Asia,136.32,136.32
2013,Tangshan,China,Asia,40.91,40.54
2013,Tanger Med,Morocco,Mediterranean,1.32,1.38
2013,Tokyo,Japan,Asia,11.18,11.18
2013,Tanjung Priok,Indonesia,Asia,0.68,0.68
2013,Tanjung Pelepas,Malaysia,Asia,4.36,4.18
2013,Tanjung Perak,Indonesia,Asia,3.21,3.07
2013,Valencia,Spain,Mediterranean,3.86,3.73
2013,Xiamen,China,Asia,3.8,3.87
2013,Yingkou,China,Asia,44.26,44.26
2013,Yantai,China,Asia,3.42,3.24
2013,Yokohama,Japan,Asia,2.6,2.72
2013,Zhuhai,China,Asia,5.87,5.87
2014,Abu Dhabi,UAE,Middle East,23,23.14
2014,Alexandria,Egypt,Middle East,0.91,0.91
2014,Algeciras,Spain,Mediterranean,2.69,2.69
2014,Barcelona,Spain,Mediterranean,3.93,3.93
2014,Busan,South Korea,Asia,20.58,20.32
2014,Cartagena,Colombia,Central & South America,1.42,1.48
2014,Colombo,Sri Lanka,Asia,1.83,1.68
2014,Dalian,China,Asia,18.4,18.61
2014,Dubai,UAE,Middle East,3.71,3.94
2014,Durban,South Africa,Africa,0.93,0.93
2014,Felixstowe,UK,Northern Europe,3.88,3.92
2014,Genoa,Italy,Mediterranean,1.49,1.46
2014,Guangzhou,China,Asia,31.47,31.47
2014,Yeosu Gwangyang,South Korea,Asia,3.37,3.35
2014,Hai Phong,Vietnam,Asia,8.15,8.15
2014,Haikou,China,Asia,4.19,4.19
2014,Hong Kong,China,Asia,3.71,3.71
2014,Incheon,South Korea,Asia,12.62,12.62
2014,Jeddah,Saudi Arabia,Middle East,5.38,5.38
2014,Jiaxing,China,Asia,8.07,8.68
2014,Jinzhou,China,Asia,1.48,1.48
2014,Kaohsiung,Taiwan,Asia,14.68,14.68
2014,Karachi,Pakistan,Asia,4.91,4.73
2014,Port Klang,Malaysia,Asia,1.3,1.3
2014,Dammam,Saudi Arabia,Middle East,1.66,1.63
2014,King Abdullah,Saudi Arabia,Middle East,2.65,2.65
2014,Kobe,Japan,Asia,7.41,7.58
2014,Laem Chabang,Thailand,Asia,8.88,8.88
2014,Le Havre,France,Northern Europe,3.25,3.1
2014,Lianyungang,China,Asia,34.39,34.44
2014,Lome,Togo,Africa,0.83,0.83
