Year,Seaport,Country,Region,"Reclaimed area (km^2, raw)"
2009,Piraeus,Greece,Mediterranean,0.91
2009,Qingdao,China,Asia,16.78
2009,Qinzhou,China,Asia,8.1
2009,Quanzhou,China,Asia,1.78
2009,Rizhao,China,Asia,7.25
2009,Rotterdam,Netherlands,Northern Europe,11.85
2009,Said,Egypt,Middle East,1.42
2009,Salalah,Oman,Middle East,2.37
2009,Shanghai,China,Asia,42.17
2009,Shenzhen,China,Asia,24.9
2009,Singapore,Singapore,Asia,37.4
2009,Sydney,Australia,Oceania,1.04
2009,Taichung,Taiwan,Asia,21.5
2009,Taicang,China,Asia,22.61
2009,Tianjin,China,Asia,97.88
2009,Tangshan,China,Asia,29.89
2009,Tanger Med,Morocco,Mediterranean,1.13
2009,Tokyo,Japan,Asia,8.75
2009,Tanjung Priok,Indonesia,Asia,0.59
2009,Tanjung Pelepas,Malaysia,Asia,3.06
2009,Tanjung Perak,Indonesia,Asia,1.1
2009,Valencia,Spain,Mediterranean,4.44
2009,Xiamen,China,Asia,3.41
2009,Yingkou,China,Asia,15.62
2009,Yantai,China,Asia,2.85
2009,Yokohama,Japan,Asia,1.91
2009,Zhuhai,China,Asia,2.1
2010,Abu Dhabi,UAE,Middle East,20.61
2010,Alexandria,Egypt,Middle East,1.11
2010,Algeciras,Spain,Mediterranean,2.65
2010,Barcelona,Spain,Mediterranean,3.32
2010,Busan,South Korea,Asia,12.91
2010,Cartagena,Colombia,Central & South America,1.51
2010,Colombo,Sri Lanka,Asia,0.42
2010,Dalian,China,Asia,13.96
2010,Dubai,UAE,Middle East,3.14
2010,Felixstowe,UK,Northern Europe,1.62
2010,Genoa,Italy,Mediterranean,1.24
2010,Guangzhou,China,Asia,15.75
2010,Yeosu Gwangyang,South Korea,Asia,2.03
2010,Hai Phong,Vietnam,Asia,4.23
2010,Haikou,China,Asia,4.02
2010,Hong Kong,China,Asia,2.21
2010,Incheon,South Korea,Asia,8.33
2010,Jeddah,Saudi Arabia,Middle East,3.47
2010,Jiaxing,China,Asia,5.75
2010,Jinzhou,China,Asia,1.64
2010,Kaohsiung,Taiwan,Asia,13.18
2010,Karachi,Pakistan,Asia,3.66
2010,Port Klang,Malaysia,Asia,0.6
2010,Dammam,Saudi Arabia,Middle East,0.72
2010,King Abdullah,Saudi Arabia,Middle East,2.59
2010,Kobe,Japan,Asia,6.97
2010,Laem Chabang,Thailand,Asia,8.14
2010,Le Havre,France,Northern Europe,2.56
2010,Lianyungang,China,Asia,15.23
2010,Lome,Togo,Africa,0.64
2010,Los Angeles,USA,North America,1.74
2010,Manila,Philippines,Asia,1.97
2010,Manzanillo,Mexico,North America,2.26
2010,Jawaharlal Nehru,India,Asia,1.36
2010,Mundra,India,Asia,9.02
2010,Nagoya,Japan,Asia,5.87
2010,Ningbo-Zhoushan,China,Asia,18.75
2010,Osaka,Japan,Asia,3.57
2010,Piraeus,Greece,Mediterranean,0.88
2010,Qingdao,China,Asia,14.25
2010,Qinzhou,China,Asia,12.16
2010,Quanzhou,China,Asia,2.16
2010,Rizhao,China,Asia,5.18
2010,Rotterdam,Netherlands,Northern Europe,16.28
2010,Said,Egypt,Middle East,1.44
2010,Salalah,Oman,Middle East,2.52
2010,Shanghai,China,Asia,30.61
2010,Shenzhen,China,Asia,22.42
2010,Singapore,Singapore,Asia,39.26
2010,Sydney,Australia,Oceania,1.37
2010,Taichung,Taiwan,Asia,21.23
2010,Taicang,China,Asia,21.87
2010,Tianjin,China,Asia,69.21
2010,Tangshan,China,Asia,31.99
2010,Tanger Med,Morocco,Mediterranean,1.19
2010,Tokyo,Japan,Asia,10.22
2010,Tanjung Priok,Indonesia,Asia,0.54
2010,Tanjung Pelepas,Malaysia,Asia,3.17
2010,Tanjung Perak,Indonesia,Asia,0.76
2010,Valencia,Spain,Mediterranean,4.56
2010,Xiamen,China,Asia,3.53
2010,Yingkou,China,Asia,17.47
2010,Yantai,China,Asia,2.73
2010,Yokohama,Japan,Asia,2.27
2010,Zhuhai,China,Asia,1.48
2011,Abu Dhabi,UAE,Middle East,20.25
2011,Alexandria,Egypt,Middle East,1.2
2011,Algeciras,Spain,Mediterranean,2.67
2011,Barcelona,Spain,Mediterranean,3.44
2011,Busan,South Korea,Asia,13.08
2011,Cartagena,Colombia,Central & South America,1.71
2011,Colombo,Sri Lanka,Asia,0.9
2011,Dalian,China,Asia,15.2
2011,Dubai,UAE,Middle East,2.79
2011,Felixstowe,UK,Northern Europe,1.91
2011,Genoa,Italy,Mediterranean,1.15
2011,Guangzhou,China,Asia,21.28
2011,Yeosu Gwangyang,South Korea,Asia,1.54
2011,Hai Phong,Vietnam,Asia,6.42
2011,Haikou,China,Asia,4.97
2011,Hong Kong,China,Asia,2.6
2011,Incheon,South Korea,Asia,8.09
2011,Jeddah,Saudi Arabia,Middle East,4.14
2011,Jiaxing,China,Asia,9.81
2011,Jinzhou,China,Asia,1.63
2011,Kaohsiung,Taiwan,Asia,13.68
2011,Karachi,Pakistan,Asia,4.12
2011,Port Klang,Malaysia,Asia,0.62
2011,Dammam,Saudi Arabia,Middle East,1.04
2011,King Abdullah,Saudi Arabia,Middle East,3.21
2011,Kobe,Japan,Asia,6.3
2011,Laem Chabang,Thailand,Asia,8.12
2011,Le Havre,France,Northern Europe,2.54
2011,Lianyungang,China,Asia,18.08
2011,Lome,Togo,Africa,0.69
2011,Los Angeles,USA,North America,1.79
2011,Manila,Philippines,Asia,1.15
2011,Manzanillo,Mexico,North America,2.5
2011,Jawaharlal Nehru,India,Asia,1.13
2011,Mundra,India,Asia,11.85
2011,Nagoya,Japan,Asia,4.91
2011,Ningbo-Zhoushan,China,Asia,19.71
2011,Osaka,Japan,Asia,3.25
2011,Piraeus,Greece,Mediterranean,0.96
2011,Qingdao,China,Asia,17.59
2011,Qinzhou,China,Asia,15.75
2011,Quanzhou,China,Asia,2.14
2011,Rizhao,China,Asia,6.38
2011,Rotterdam,Netherlands,Northern Europe,18.04
2011,Said,Egypt,Middle East,1.58
2011,Salalah,Oman,Middle East,2.38
2011,Shanghai,China,Asia,38.02
2011,Shenzhen,China,Asia,27.31
2011,Singapore,Singapore,Asia,36.63
2011,Sydney,Australia,Oceania,1.35
2011,Taichung,Taiwan,Asia,20.57
2011,Taicang,China,Asia,21.94
2011,Tianjin,China,Asia,83.4
2011,Tangshan,China,Asia,36.7
2011,Tanger Med,Morocco,Mediterranean,1.34
2011,Tokyo,Japan,Asia,9.38
2011,Tanjung Priok,Indonesia,Asia,0.56
2011,Tanjung Pelepas,Malaysia,Asia,3.16
2011,Tanjung Perak,Indonesia,Asia,0.9
2011,Valencia,Spain,Mediterranean,4.63
2011,Xiamen,China,Asia,3.53
2011,Yingkou,China,Asia,24.54
2011,Yantai,China,Asia,2.88
2011,Yokohama,Japan,Asia,1.91
2011,Zhuhai,China,Asia,2.26
2012,Abu Dhabi,UAE,Middle East,24.82
2012,Alexandria,Egypt,Middle East,1.5
2012,Algeciras,Spain,Mediterranean,2.81
2012,Barcelona,Spain,Mediterranean,3.47
2012,Busan,South Korea,Asia,15.03
2012,Cartagena,Colombia,Central & South America,1.67
2012,Colombo,Sri Lanka,Asia,0.75
2012,Dalian,China,Asia,16.77
2012,Dubai,UAE,Middle East,3.13
2012,Felixstowe,UK,Northern Europe,1.85
2012,Genoa,Italy,Mediterranean,1.41
2012,Guangzhou,China,Asia,16.67
2012,Yeosu Gwangyang,South Korea,Asia,2.73
2012,Hai Phong,Vietnam,Asia,6.21
2012,Haikou,China,Asia,5.56
2012,Hong Kong,China,Asia,1.91
2012,Incheon,South Korea,Asia,10.68
2012,Jeddah,Saudi Arabia,Middle East,3.99
2012,Jiaxing,China,Asia,8.41
2012,Jinzhou,China,Asia,1.73
2012,Kaohsiung,Taiwan,Asia,13.78
2012,Karachi,Pakistan,Asia,4.39
2012,Port Klang,Malaysia,Asia,1.03
2012,Dammam,Saudi Arabia,Middle East,1.36
2012,King Abdullah,Saudi Arabia,Middle East,3.29
2012,Kobe,Japan,Asia,7.22
2012,Laem Chabang,Thailand,Asia,7.8
2012,Le Havre,France,Northern Europe,2.31
2012,Lianyungang,China,Asia,30.66
2012,Lome,Togo,Africa,0.77
2012,Los Angeles,USA,North America,1.71
2012,Manila,Philippines,Asia,1.95
2012,Manzanillo,Mexico,North America,2.28
2012,Jawaharlal Nehru,India,Asia,1.61
2012,Mundra,India,Asia,13.7
2012,Nagoya,Japan,Asia,5.63
2012,Ningbo-Zhoushan,China,Asia,22.95
2012,Osaka,Japan,Asia,3.75
2012,Piraeus,Greece,Mediterranean,0.9
2012,Qingdao,China,Asia,21.37
2012,Qinzhou,China,Asia,5.73
2012,Quanzhou,China,Asia,2.03
2012,Rizhao,China,Asia,7.69
2012,Rotterdam,Netherlands,Northern Europe,20.17
2012,Said,Egypt,Middle East,1.66
2012,Salalah,Oman,Middle East,2.59
2012,Shanghai,China,Asia,45.41
2012,Shenzhen,China,Asia,21
2012,Singapore,Singapore,Asia,43.42
2012,Sydney,Australia,Oceania,1.34
2012,Taichung,Taiwan,Asia,21.74
2012,Taicang,China,Asia,24.51
2012,Tianjin,China,Asia,132.35
2012,Tangshan,China,Asia,41.66
2012,Tanger Med,Morocco,Mediterranean,1.39
2012,Tokyo,Japan,Asia,9.57
2012,Tanjung Priok,Indonesia,Asia,0.6
2012,Tanjung Pelepas,Malaysia,Asia,3.29
2012,Tanjung Perak,Indonesia,Asia,1.14
2012,Valencia,Spain,Mediterranean,4.67
2012,Xiamen,China,Asia,3.45
2012,Yingkou,China,Asia,32.71
2012,Yantai,China,Asia,2.85
2012,Yokohama,Japan,Asia,1.93
2012,Zhuhai,China,Asia,1.88
2013,Abu Dhabi,UAE,Middle East,24.74
2013,Alexandria,Egypt,Middle East,1.41
2013,Algeciras,Spain,Mediterranean,3.04
2013,Barcelona,Spain,Mediterranean,3.53
2013,Busan,South Korea,Asia,16.26
2013,Cartagena,Colombia,Central & South America,1.8
2013,Colombo,Sri Lanka,Asia,1.37
2013,Dalian,China,Asia,18.07
2013,Dubai,UAE,Middle East,3.58
2013,Felixstowe,UK,Northern Europe,1.94
2013,Genoa,Italy,Mediterranean,1.47
2013,Guangzhou,China,Asia,28.98
2013,Yeosu Gwangyang,South Korea,Asia,3.17
2013,Hai Phong,Vietnam,Asia,7.41
2013,Haikou,China,Asia,6.09
2013,Hong Kong,China,Asia,2.79
2013,Incheon,South Korea,Asia,10.91
2013,Jeddah,Saudi Arabia,Middle East,5.25
2013,Jiaxing,China,Asia,10.13
2013,Jinzhou,China,Asia,1.76
2013,Kaohsiung,Taiwan,Asia,15.36
2013,Karachi,Pakistan,Asia,4.47
2013,Port Klang,Malaysia,Asia,1.4
2013,Dammam,Saudi Arabia,Middle East,1.71
2013,King Abdullah,Saudi Arabia,Middle East,3.99
2013,Kobe,Japan,Asia,7.64
2013,Laem Chabang,Thailand,Asia,8.65
2013,Le Havre,France,Northern Europe,2.6
2013,Lianyungang,China,Asia,31.16
2013,Lome,Togo,Africa,1.03
2013,Los Angeles,USA,North America,1.98
2013,Manila,Philippines,Asia,2.06
2013,Manzanillo,Mexico,North America,2.39
2013,Jawaharlal Nehru,India,Asia,1.21
2013,Mundra,India,Asia,14.56
2013,Nagoya,Japan,Asia,5.88
2013,Ningbo-Zhoushan,China,Asia,28.37
2013,Osaka,Japan,Asia,3.89
2013,Piraeus,Greece,Mediterranean,1.15
2013,Qingdao,China,Asia,24.79
2013,Qinzhou,China,Asia,17.16
2013,Quanzhou,China,Asia,2.11
2013,Rizhao,China,Asia,8.57
2013,Rotterdam,Netherlands,Northern Europe,21.18
2013,Said,Egypt,Middle East,1.63
2013,Salalah,Oman,Middle East,2.81
2013,Shanghai,China,Asia,50.79
2013,Shenzhen,China,Asia,31.21
2013,Singapore,Singapore,Asia,49.64
2013,Sydney,Australia,Oceania,1.37
2013,Taichung,Taiwan,Asia,22.8
2013,Taicang,China,Asia,26.26
2013,Tianjin,China,Asia,131.15
2013,Tangshan,China,Asia,44.38
2013,Tanger Med,Morocco,Mediterranean,2.02
2013,Tokyo,Japan,Asia,10.82
2013,Tanjung Priok,Indonesia,Asia,0.78
2013,Tanjung Pelepas,Malaysia,Asia,3.89
2013,Tanjung Perak,Indonesia,Asia,1.24
2013,Valencia,Spain,Mediterranean,4.81
2013,Xiamen,China,Asia,3.92
2013,Yingkou,China,Asia,39.01
2013,Yantai,China,Asia,3.31
2013,Yokohama,Japan,Asia,2.6
2013,Zhuhai,China,Asia,4.53
2014,Abu Dhabi,UAE,Middle East,22.4
2014,Alexandria,Egypt,Middle East,1.47
2014,Algeciras,Spain,Mediterranean,2.83
2014,Barcelona,Spain,Mediterranean,3.53
2014,Busan,South Korea,Asia,16.24
2014,Cartagena,Colombia,Central & South America,1.73
2014,Colombo,Sri Lanka,Asia,1.5
2014,Dalian,China,Asia,18.06
2014,Dubai,UAE,Middle East,3.41
2014,Felixstowe,UK,Northern Europe,1.87
2014,Genoa,Italy,Mediterranean,1.5
2014,Guangzhou,China,Asia,27.41
2014,Yeosu Gwangyang,South Korea,Asia,3.17
2014,Hai Phong,Vietnam,Asia,7.37
2014,Haikou,China,Asia,5.95
2014,Hong Kong,China,Asia,3.65
2014,Incheon,South Korea,Asia,11.75
2014,Jeddah,Saudi Arabia,Middle East,4.74
2014,Jiaxing,China,Asia,9.13
2014,Jinzhou,China,Asia,1.71
2014,Kaohsiung,Taiwan,Asia,14.61
2014,Karachi,Pakistan,Asia,4.97
2014,Port Klang,Malaysia,Asia,1.35
2014,Dammam,Saudi Arabia,Middle East,1.84
2014,King Abdullah,Saudi Arabia,Middle East,3.72
2014,Kobe,Japan,Asia,7.37
2014,Laem Chabang,Thailand,Asia,8.39
2014,Le Havre,France,Northern Europe,2.7
2014,Lianyungang,China,Asia,35.77
2014,Lome,Togo,Africa,0.98
2014,Los Angeles,USA,North America,2.14
2014,Manila,Philippines,Asia,2.15
2014,Manzanillo,Mexico,North America,2.33
2014,Jawaharlal Nehru,India,Asia,1.6
2014,Mundra,India,Asia,15.31
2014,Nagoya,Japan,Asia,6.25
2014,Ningbo-Zhoushan,China,Asia,25.54
2014,Osaka,Japan,Asia,3.68
2014,Piraeus,Greece,Mediterranean,1.04
2014,Qingdao,China,Asia,26.6
2014,Qinzhou,China,Asia,17.05
2014,Quanzhou,China,Asia,2.31
2014,Rizhao,China,Asia,10.26
2014,Rotterdam,Netherlands,Northern Europe,21.4
2014,Said,Egypt,Middle East,1.66
2014,Salalah,Oman,Middle East,2.95
2014,Shanghai,China,Asia,48.53
2014,Shenzhen,China,Asia,31.1
2014,Singapore,Singapore,Asia,50.67
2014,Sydney,Australia,Oceania,1.31
2014,Taichung,Taiwan,Asia,22.8
2014,Taicang,China,Asia,26.46
2014,Tianjin,China,Asia,167.94
2014,Tangshan,China,Asia,44.83
2014,Tanger Med,Morocco,Mediterranean,1.98
2014,Tokyo,Japan,Asia,11.34
2014,Tanjung Priok,Indonesia,Asia,0.88
2014,Tanjung Pelepas,Malaysia,Asia,4.13
2014,Tanjung Perak,Indonesia,Asia,1.61
2014,Valencia,Spain,Mediterranean,4.64
2014,Xiamen,China,Asia,4.08
2014,Yingkou,China,Asia,43.6
2014,Yantai,China,Asia,3.17
2014,Yokohama,Japan,Asia,2.73
2014,Zhuhai,China,Asia,4.66
2015,Abu Dhabi,UAE,Middle East,21.8
2015,Alexandria,Egypt,Middle East,0.65
2015,Algeciras,Spain,Mediterranean,2.78
2015,Barcelona,Spain,Mediterranean,3.6
2015,Busan,South Korea,Asia,16.19
2015,Cartagena,Colombia,Central & South America,1.54
2015,Colombo,Sri Lanka,Asia,1.33
2015,Dalian,China,Asia,18.23
2015,Dubai,UAE,Middle East,3.74
2015,Felixstowe,UK,Northern Europe,1.87
2015,Genoa,Italy,Mediterranean,1.4
2015,Guangzhou,China,Asia,30.33
2015,Yeosu Gwangyang,South Korea,Asia,2.85
2015,Hai Phong,Vietnam,Asia,5.7
2015,Haikou,China,Asia,5.66
2015,Hong Kong,China,Asia,3.05
2015,Incheon,South Korea,Asia,10.83
2015,Jeddah,Saudi Arabia,Middle East,4.35
2015,Jiaxing,China,Asia,9.59
2015,Jinzhou,China,Asia,1.74
2015,Kaohsiung,Taiwan,Asia,15.24
2015,Karachi,Pakistan,Asia,4.38
2015,Port Klang,Malaysia,Asia,1.22
2015,Dammam,Saudi Arabia,Middle East,1.77
2015,King Abdullah,Saudi Arabia,Middle East,4.69
2015,Kobe,Japan,Asia,7.55
2015,Laem Chabang,Thailand,Asia,8.46
2015,Le Havre,France,Northern Europe,2.58
2015,Lianyungang,China,Asia,33.02
2015,Lome,Togo,Africa,0.22
2015,Los Angeles,USA,North America,1.99
2015,Manila,Philippines,Asia,1.98
2015,Manzanillo,Mexico,North America,1.93
2015,Jawaharlal Nehru,India,Asia,1.33
2015,Mundra,India,Asia,15.28
2015,Nagoya,Japan,Asia,6.37
2015,Ningbo-Zhoushan,China,Asia,26.88
2015,Osaka,Japan,Asia,3.81
2015,Piraeus,Greece,Mediterranean,0.94
2015,Qingdao,China,Asia,26.22
2015,Qinzhou,China,Asia,16.59
2015,Quanzhou,China,Asia,2.11
2015,Rizhao,China,Asia,8.2
2015,Rotterdam,Netherlands,Northern Europe,20.39
2015,Said,Egypt,Middle East,1.39
2015,Salalah,Oman,Middle East,2.63
2015,Shanghai,China,Asia,49.41
2015,Shenzhen,China,Asia,32.46
2015,Singapore,Singapore,Asia,47.21
2015,Sydney,Australia,Oceania,1.4
2015,Taichung,Taiwan,Asia,22.95
2015,Taicang,China,Asia,26.69
2015,Tianjin,China,Asia,183.25
2015,Tangshan,China,Asia,45.45
2015,Tanger Med,Morocco,Mediterranean,0.13
2015,Tokyo,Japan,Asia,11.48
2015,Tanjung Priok,Indonesia,Asia,0.79
2015,Tanjung Pelepas,Malaysia,Asia,3.36
2015,Tanjung Perak,Indonesia,Asia,1.71
2015,Valencia,Spain,Mediterranean,4.76
2015,Xiamen,China,Asia,3.97
2015,Yingkou,China,Asia,47.64
2015,Yantai,China,Asia,3.13
2015,Yokohama,Japan,Asia,2.72
2015,Zhuhai,China,Asia,5.84
2016,Abu Dhabi,UAE,Middle East,22.89
2016,Alexandria,Egypt,Middle East,1.62
2016,Algeciras,Spain,Mediterranean,2.87
2016,Barcelona,Spain,Mediterranean,3.55
2016,Busan,South Korea,Asia,16.62
2016,Cartagena,Colombia,Central & South America,2.1
2016,Colombo,Sri Lanka,Asia,2.13
2016,Dalian,China,Asia,18.44
2016,Dubai,UAE,Middle East,4.98
2016,Felixstowe,UK,Northern Europe,2.05
2016,Genoa,Italy,Mediterranean,1.56
2016,Guangzhou,China,Asia,29.38
2016,Yeosu Gwangyang,South Korea,Asia,3.24
2016,Hai Phong,Vietnam,Asia,9.58
2016,Haikou,China,Asia,8.56
2016,Hong Kong,China,Asia,4.42
2016,Incheon,South Korea,Asia,12.91
2016,Jeddah,Saudi Arabia,Middle East,4.8
2016,Jiaxing,China,Asia,10.11
2016,Jinzhou,China,Asia,1.75
2016,Kaohsiung,Taiwan,Asia,14.82
2016,Karachi,Pakistan,Asia,5.12
2016,Port Klang,Malaysia,Asia,1.62
2016,Dammam,Saudi Arabia,Middle East,1.97
2016,King Abdullah,Saudi Arabia,Middle East,4.59
2016,Kobe,Japan,Asia,7.63
2016,Laem Chabang,Thailand,Asia,8.98
2016,Le Havre,France,Northern Europe,2.57
2016,Lianyungang,China,Asia,45.01
2016,Lome,Togo,Africa,1.08
2016,Los Angeles,USA,North America,2.25
2016,Manila,Philippines,Asia,2.08
2016,Manzanillo,Mexico,North America,2.33
2016,Jawaharlal Nehru,India,Asia,2.49
2016,Mundra,India,Asia,15.58
2016,Nagoya,Japan,Asia,6.31
2016,Ningbo-Zhoushan,China,Asia,27.13
2016,Osaka,Japan,Asia,3.98
2016,Piraeus,Greece,Mediterranean,1.11
2016,Qingdao,China,Asia,29.36
2016,Qinzhou,China,Asia,18.11
2016,Quanzhou,China,Asia,2.29
2016,Rizhao,China,Asia,14.59
2016,Rotterdam,Netherlands,Northern Europe,21.19
2016,Said,Egypt,Middle East,1.6
2016,Salalah,Oman,Middle East,3.03
2016,Shanghai,China,Asia,50.01
2016,Shenzhen,China,Asia,33.09
2016,Singapore,Singapore,Asia,54.19
2016,Sydney,Australia,Oceania,1.41
2016,Taichung,Taiwan,Asia,22.92
2016,Taicang,China,Asia,27.22
2016,Tianjin,China,Asia,155.6
2016,Tangshan,China,Asia,44.75
2016,Tanger Med,Morocco,Mediterranean,1.97
2016,Tokyo,Japan,Asia,11.84
2016,Tanjung Priok,Indonesia,Asia,1.8
2016,Tanjung Pelepas,Malaysia,Asia,3.99
2016,Tanjung Perak,Indonesia,Asia,3.28
2016,Valencia,Spain,Mediterranean,4.67
2016,Xiamen,China,Asia,4.02
2016,Yingkou,China,Asia,49.57
2016,Yantai,China,Asia,3.25
2016,Yokohama,Japan,Asia,2.83
2016,Zhuhai,China,Asia,6.02
2017,Abu Dhabi,UAE,Middle East,24.32
2017,Alexandria,Egypt,Middle East,1.8
2017,Algeciras,Spain,Mediterranean,2.87
2017,Barcelona,Spain,Mediterranean,3.57
2017,Busan,South Korea,Asia,17.93
2017,Cartagena,Colombia,Central & South America,2.27
2017,Colombo,Sri Lanka,Asia,2.97
2017,Dalian,China,Asia,18.51
2017,Dubai,UAE,Middle East,5.06
2017,Felixstowe,UK,Northern Europe,1.91
2017,Genoa,Italy,Mediterranean,1.58
2017,Guangzhou,China,Asia,26.74
2017,Yeosu Gwangyang,South Korea,Asia,3.25
2017,Hai Phong,Vietnam,Asia,12.91
2017,Haikou,China,Asia,7.93
2017,Hong Kong,China,Asia,4.47
2017,Incheon,South Korea,Asia,13.91
2017,Jeddah,Saudi Arabia,Middle East,4.83
2017,Jiaxing,China,Asia,10.17
2017,Jinzhou,China,Asia,1.74
2017,Kaohsiung,Taiwan,Asia,14.65
2017,Karachi,Pakistan,Asia,5.31
2017,Port Klang,Malaysia,Asia,1.69
2017,Dammam,Saudi Arabia,Middle East,1.98
2017,King Abdullah,Saudi Arabia,Middle East,4.44
2017,Kobe,Japan,Asia,8.1
2017,Laem Chabang,Thailand,Asia,8.7
2017,Le Havre,France,Northern Europe,2.69
2017,Lianyungang,China,Asia,46.83
2017,Lome,Togo,Africa,1.11
2017,Los Angeles,USA,North America,2.08
2017,Manila,Philippines,Asia,2.25
2017,Manzanillo,Mexico,North America,2.32
2017,Jawaharlal Nehru,India,Asia,3
2017,Mundra,India,Asia,15.58
2017,Nagoya,Japan,Asia,6.55
2017,Ningbo-Zhoushan,China,Asia,27.19
2017,Osaka,Japan,Asia,4.18
2017,Piraeus,Greece,Mediterranean,1.11
2017,Qingdao,China,Asia,29.86
2017,Qinzhou,China,Asia,18.75
2017,Quanzhou,China,Asia,2.33
2017,Rizhao,China,Asia,14.82
2017,Rotterdam,Netherlands,Northern Europe,20.99
2017,Said,Egypt,Middle East,1.6
2017,Salalah,Oman,Middle East,3.03
2017,Shanghai,China,Asia,50.05
2017,Shenzhen,China,Asia,32.02
2017,Singapore,Singapore,Asia,53.91
2017,Sydney,Australia,Oceania,1.37
2017,Taichung,Taiwan,Asia,23.4
2017,Taicang,China,Asia,27.58
2017,Tianjin,China,Asia,177.92
2017,Tangshan,China,Asia,44.73
2017,Tanger Med,Morocco,Mediterranean,2.15
2017,Tokyo,Japan,Asia,11.51
2017,Tanjung Priok,Indonesia,Asia,2.94
2017,Tanjung Pelepas,Malaysia,Asia,3.71
2017,Tanjung Perak,Indonesia,Asia,3.5
2017,Valencia,Spain,Mediterranean,4.68
2017,Xiamen,China,Asia,4.13
2017,Yingkou,China,Asia,51.72
2017,Yantai,China,Asia,3.28
2017,Yokohama,Japan,Asia,2.74
2017,Zhuhai,China,Asia,5.52
2018,Abu Dhabi,UAE,Middle East,24.36
2018,Alexandria,Egypt,Middle East,2
2018,Algeciras,Spain,Mediterranean,2.82
2018,Barcelona,Spain,Mediterranean,3.46
2018,Busan,South Korea,Asia,16.41
2018,Cartagena,Colombia,Central & South America,2.2
2018,Colombo,Sri Lanka,Asia,4.08
2018,Dalian,China,Asia,18.96
2018,Dubai,UAE,Middle East,4.93
2018,Felixstowe,UK,Northern Europe,1.93
2018,Genoa,Italy,Mediterranean,1.48
2018,Guangzhou,China,Asia,30.24
2018,Yeosu Gwangyang,South Korea,Asia,3.16
2018,Hai Phong,Vietnam,Asia,13.54
2018,Haikou,China,Asia,8.51
2018,Hong Kong,China,Asia,4.35
2018,Incheon,South Korea,Asia,13.86
2018,Jeddah,Saudi Arabia,Middle East,4.86
2018,Jiaxing,China,Asia,10.52
2018,Jinzhou,China,Asia,1.76
2018,Kaohsiung,Taiwan,Asia,15.93
2018,Karachi,Pakistan,Asia,5.21
2018,Port Klang,Malaysia,Asia,1.53
2018,Dammam,Saudi Arabia,Middle East,2.01
2018,King Abdullah,Saudi Arabia,Middle East,4.52
2018,Kobe,Japan,Asia,8.01
2018,Laem Chabang,Thailand,Asia,8.64
2018,Le Havre,France,Northern Europe,2.65
2018,Lianyungang,China,Asia,44.22
2018,Lome,Togo,Africa,1.21
2018,Los Angeles,USA,North America,2.08
2018,Manila,Philippines,Asia,2.37
2018,Manzanillo,Mexico,North America,2.36
2018,Jawaharlal Nehru,India,Asia,2.87
2018,Mundra,India,Asia,15.54
2018,Nagoya,Japan,Asia,6.84
2018,Ningbo-Zhoushan,China,Asia,27.42
2018,Osaka,Japan,Asia,4.15
2018,Piraeus,Greece,Mediterranean,1.18
2018,Qingdao,China,Asia,29.61
2018,Qinzhou,China,Asia,19.49
2018,Quanzhou,China,Asia,2.4
2018,Rizhao,China,Asia,14.13
2018,Rotterdam,Netherlands,Northern Europe,23.91
2018,Said,Egypt,Middle East,1.59
2018,Salalah,Oman,Middle East,3.08
2018,Shanghai,China,Asia,51.82
2018,Shenzhen,China,Asia,33.13
2018,Singapore,Singapore,Asia,56.8
2018,Sydney,Australia,Oceania,1.39
2018,Taichung,Taiwan,Asia,23.39
2018,Taicang,China,Asia,27.85
2018,Tianjin,China,Asia,176.74
2018,Tangshan,China,Asia,45.85
2018,Tanger Med,Morocco,Mediterranean,2.11
2018,Tokyo,Japan,Asia,11.72
2018,Tanjung Priok,Indonesia,Asia,3.95
2018,Tanjung Pelepas,Malaysia,Asia,3.85
2018,Tanjung Perak,Indonesia,Asia,3.52
2018,Valencia,Spain,Mediterranean,4.66
2018,Xiamen,China,Asia,4.05
2018,Yingkou,China,Asia,51.71
2018,Yantai,China,Asia,3.44
2018,Yokohama,Japan,Asia,2.65
2018,Zhuhai,China,Asia,5.55
2019,Abu Dhabi,UAE,Middle East,24.66
2019,Alexandria,Egypt,Middle East,2.65
2019,Algeciras,Spain,Mediterranean,2.91
2019,Barcelona,Spain,Mediterranean,3.59
2019,Busan,South Korea,Asia,17.91
2019,Cartagena,Colombia,Central & South America,2.16
2019,Colombo,Sri Lanka,Asia,4.62
2019,Dalian,China,Asia,18.76
2019,Dubai,UAE,Middle East,4.94
2019,Felixstowe,UK,Northern Europe,1.99
2019,Genoa,Italy,Mediterranean,1.71
2019,Guangzhou,China,Asia,32.58
2019,Yeosu Gwangyang,South Korea,Asia,3.3
2019,Hai Phong,Vietnam,Asia,14.7
2019,Haikou,China,Asia,8.73
2019,Hong Kong,China,Asia,4.44
2019,Incheon,South Korea,Asia,13.73
2019,Jeddah,Saudi Arabia,Middle East,4.83
2019,Jiaxing,China,Asia,10.2
2019,Jinzhou,China,Asia,1.74
2019,Kaohsiung,Taiwan,Asia,16.69
2019,Karachi,Pakistan,Asia,5.25
2019,Port Klang,Malaysia,Asia,1.62
2019,Dammam,Saudi Arabia,Middle East,2.04
2019,King Abdullah,Saudi Arabia,Middle East,4.49
